Country,Year,Sex,Age,Suicide,Suicides_100k_Pop,Population, GDP  ,generation
Canada,2007,Male,35-54 years,1224,24.17,5064536,"1,464,977,190,206",Boomers
Canada,2007,Male,75+ years,183,21.86,837259,"1,464,977,190,206",Silent
Canada,2007,Male,25-34 years,404,17.95,2250433,"1,464,977,190,206",Generation X
Canada,2007,Male,55-74 years,539,17.93,3006062,"1,464,977,190,206",Silent
Canada,2007,Male,15-24 years,359,15.49,2318148,"1,464,977,190,206",Millenials
Canada,2007,Female,35-54 years,400,7.95,5030803,"1,464,977,190,206",Boomers
Canada,2007,Female,55-74 years,188,5.93,3170541,"1,464,977,190,206",Silent
Canada,2007,Female,15-24 years,116,5.26,2206555,"1,464,977,190,206",Millenials
Canada,2007,Female,25-34 years,113,5.11,2212210,"1,464,977,190,206",Generation X
Canada,2007,Female,75+ years,52,4.1,1269438,"1,464,977,190,206",Silent
Canada,2007,Male,05-14 years,18,0.91,1986129,"1,464,977,190,206",Generation Z
Canada,2007,Female,05-14 years,15,0.79,1890517,"1,464,977,190,206",Generation Z
Canada,2008,Male,35-54 years,1241,24.44,5076969,"1,549,131,208,997",Boomers
Canada,2008,Male,75+ years,192,22.16,866435,"1,549,131,208,997",Silent
Canada,2008,Male,55-74 years,589,18.96,3107189,"1,549,131,208,997",Silent
Canada,2008,Male,25-34 years,395,17.28,2286010,"1,549,131,208,997",Generation X
Canada,2008,Male,15-24 years,344,14.69,2341539,"1,549,131,208,997",Millenials
Canada,2008,Female,35-54 years,413,8.2,5038500,"1,549,131,208,997",Boomers
Canada,2008,Female,55-74 years,231,7.05,3276332,"1,549,131,208,997",Silent
Canada,2008,Female,15-24 years,119,5.34,2227003,"1,549,131,208,997",Millenials
Canada,2008,Female,25-34 years,118,5.24,2251723,"1,549,131,208,997",Generation X
Canada,2008,Female,75+ years,38,2.93,1296269,"1,549,131,208,997",Silent
Canada,2008,Male,05-14 years,16,0.82,1959155,"1,549,131,208,997",Generation Z
Canada,2008,Female,05-14 years,9,0.48,1861517,"1,549,131,208,997",Generation Z
Canada,2009,Male,35-54 years,1328,26.11,5085328,"1,371,153,004,986",Boomers
Canada,2009,Male,55-74 years,680,21.14,3216246,"1,371,153,004,986",Silent
Canada,2009,Male,75+ years,182,20.38,893202,"1,371,153,004,986",Silent
Canada,2009,Male,25-34 years,437,18.79,2325144,"1,371,153,004,986",Generation X
Canada,2009,Male,15-24 years,349,14.82,2355316,"1,371,153,004,986",Millenials
Canada,2009,Female,35-54 years,402,7.97,5043261,"1,371,153,004,986",Boomers
Canada,2009,Female,15-24 years,130,5.81,2238546,"1,371,153,004,986",Millenials
Canada,2009,Female,55-74 years,192,5.66,3389717,"1,371,153,004,986",Silent
Canada,2009,Female,25-34 years,119,5.19,2293665,"1,371,153,004,986",Generation X
Canada,2009,Female,75+ years,46,3.48,1322098,"1,371,153,004,986",Silent
Canada,2009,Male,05-14 years,13,0.67,1937420,"1,371,153,004,986",Generation Z
Canada,2009,Female,05-14 years,12,0.65,1837414,"1,371,153,004,986",Generation Z
Canada,2010,Male,35-54 years,1292,25.39,5088099,"1,613,464,422,811",Generation X
Canada,2010,Male,75+ years,200,21.79,917671,"1,613,464,422,811",Silent
Canada,2010,Male,55-74 years,690,20.7,3333897,"1,613,464,422,811",Silent
Canada,2010,Male,25-34 years,409,17.28,2366854,"1,613,464,422,811",Generation X
Canada,2010,Male,15-24 years,371,15.73,2357806,"1,613,464,422,811",Millenials
Canada,2010,Female,35-54 years,402,7.97,5044926,"1,613,464,422,811",Generation X
Canada,2010,Female,55-74 years,237,6.75,3510692,"1,613,464,422,811",Silent
Canada,2010,Female,25-34 years,154,6.59,2335884,"1,613,464,422,811",Generation X
Canada,2010,Female,15-24 years,115,5.13,2239759,"1,613,464,422,811",Millenials
Canada,2010,Female,75+ years,49,3.64,1347679,"1,613,464,422,811",Silent
Canada,2010,Male,05-14 years,19,0.99,1922599,"1,613,464,422,811",Generation Z
Canada,2010,Female,05-14 years,13,0.71,1820274,"1,613,464,422,811",Generation Z
Canada,2011,Male,35-54 years,1127,22.21,5074280,"1,788,647,906,048",Generation X
Canada,2011,Male,55-74 years,683,19.77,3455517,"1,788,647,906,048",Boomers
Canada,2011,Male,75+ years,184,19.5,943428,"1,788,647,906,048",Silent
Canada,2011,Male,25-34 years,410,17.08,2400784,"1,788,647,906,048",Millenials
Canada,2011,Male,15-24 years,364,15.45,2356694,"1,788,647,906,048",Millenials
Canada,2011,Female,35-54 years,390,7.75,5032043,"1,788,647,906,048",Generation X
Canada,2011,Female,15-24 years,135,6,2248192,"1,788,647,906,048",Millenials
Canada,2011,Female,55-74 years,215,5.92,3629587,"1,788,647,906,048",Boomers
Canada,2011,Female,25-34 years,134,5.65,2370185,"1,788,647,906,048",Millenials
Canada,2011,Female,75+ years,55,4.02,1368680,"1,788,647,906,048",Silent
Canada,2011,Female,05-14 years,18,0.99,1815461,"1,788,647,906,048",Generation Z
Canada,2011,Male,05-14 years,13,0.68,1920567,"1,788,647,906,048",Generation Z
Canada,2012,Male,35-54 years,1205,23.83,5056024,"1,824,288,757,448",Generation X
Canada,2012,Male,55-74 years,770,21.47,3586361,"1,824,288,757,448",Boomers
Canada,2012,Male,75+ years,180,18.61,967342,"1,824,288,757,448",Silent
Canada,2012,Male,25-34 years,419,17.23,2431632,"1,824,288,757,448",Millenials
Canada,2012,Male,15-24 years,381,16.15,2358461,"1,824,288,757,448",Millenials
Canada,2012,Female,35-54 years,385,7.67,5018897,"1,824,288,757,448",Generation X
Canada,2012,Female,55-74 years,241,6.42,3756013,"1,824,288,757,448",Boomers
Canada,2012,Female,15-24 years,137,6.07,2255895,"1,824,288,757,448",Millenials
Canada,2012,Female,25-34 years,129,5.37,2403433,"1,824,288,757,448",Millenials
Canada,2012,Female,75+ years,45,3.24,1389078,"1,824,288,757,448",Silent
Canada,2012,Female,05-14 years,17,0.94,1816079,"1,824,288,757,448",Generation Z
Canada,2012,Male,05-14 years,17,0.88,1921981,"1,824,288,757,448",Generation Z
Canada,2013,Male,35-54 years,1244,24.72,5032714,"1,842,628,005,830",Generation X
Canada,2013,Male,75+ years,231,23.31,991048,"1,842,628,005,830",Silent
Canada,2013,Male,55-74 years,812,21.8,3724622,"1,842,628,005,830",Boomers
Canada,2013,Male,25-34 years,439,17.87,2456335,"1,842,628,005,830",Millenials
Canada,2013,Male,15-24 years,300,12.7,2362807,"1,842,628,005,830",Millenials
Canada,2013,Female,35-54 years,400,7.99,5003771,"1,842,628,005,830",Generation X
Canada,2013,Female,55-74 years,255,6.56,3887315,"1,842,628,005,830",Boomers
Canada,2013,Female,15-24 years,138,6.1,2261173,"1,842,628,005,830",Millenials
Canada,2013,Female,25-34 years,135,5.55,2433660,"1,842,628,005,830",Millenials
Canada,2013,Female,75+ years,65,4.61,1410630,"1,842,628,005,830",Silent
Canada,2013,Female,05-14 years,20,1.1,1823010,"1,842,628,005,830",Generation Z
Canada,2013,Male,05-14 years,15,0.78,1927751,"1,842,628,005,830",Generation Z
Chile,1985,Male,75+ years,34,38.81,87600,"17,702,885,394",G.I. Generation
Chile,1985,Male,55-74 years,100,18.59,538000,"17,702,885,394",G.I. Generation
Chile,1985,Male,35-54 years,174,14.48,1201800,"17,702,885,394",Silent
Chile,1985,Male,25-34 years,122,12.67,962600,"17,702,885,394",Boomers
Chile,1985,Male,15-24 years,133,10.73,1239900,"17,702,885,394",Generation X
Chile,1985,Female,55-74 years,21,3.31,633700,"17,702,885,394",G.I. Generation
Chile,1985,Female,35-54 years,40,3.19,1252200,"17,702,885,394",Silent
Chile,1985,Female,15-24 years,27,2.22,1216200,"17,702,885,394",Generation X
Chile,1985,Female,75+ years,3,2.12,141200,"17,702,885,394",G.I. Generation
Chile,1985,Female,25-34 years,19,1.98,957500,"17,702,885,394",Boomers
Chile,1985,Male,05-14 years,9,0.73,1240900,"17,702,885,394",Generation X
Chile,1985,Female,05-14 years,1,0.08,1203800,"17,702,885,394",Generation X
Chile,1986,Male,75+ years,21,22.98,91400,"18,891,048,819",G.I. Generation
Chile,1986,Male,55-74 years,116,21.09,550000,"18,891,048,819",G.I. Generation
Chile,1986,Male,35-54 years,156,12.61,1237100,"18,891,048,819",Silent
Chile,1986,Male,25-34 years,124,12.1,1024700,"18,891,048,819",Boomers
Chile,1986,Male,15-24 years,108,8.56,1261700,"18,891,048,819",Generation X
Chile,1986,Female,15-24 years,37,3,1234200,"18,891,048,819",Generation X
Chile,1986,Female,35-54 years,37,2.83,1305400,"18,891,048,819",Silent
Chile,1986,Female,25-34 years,26,2.55,1018700,"18,891,048,819",Boomers
Chile,1986,Female,55-74 years,15,2.28,657700,"18,891,048,819",G.I. Generation
Chile,1986,Female,75+ years,3,2.03,147500,"18,891,048,819",G.I. Generation
Chile,1986,Male,05-14 years,7,0.57,1224000,"18,891,048,819",Generation X
Chile,1986,Female,05-14 years,4,0.34,1179300,"18,891,048,819",Generation X
Chile,1987,Male,55-74 years,120,21.28,563900,"22,255,407,685",G.I. Generation
Chile,1987,Male,75+ years,19,20.28,93700,"22,255,407,685",G.I. Generation
Chile,1987,Male,25-34 years,147,13.99,1050700,"22,255,407,685",Boomers
Chile,1987,Male,35-54 years,160,12.61,1268600,"22,255,407,685",Silent
Chile,1987,Male,15-24 years,116,8.97,1293700,"22,255,407,685",Generation X
Chile,1987,Female,55-74 years,23,3.41,674400,"22,255,407,685",G.I. Generation
Chile,1987,Female,15-24 years,38,3,1265500,"22,255,407,685",Generation X
Chile,1987,Female,25-34 years,29,2.78,1044400,"22,255,407,685",Boomers
Chile,1987,Female,35-54 years,34,2.54,1338500,"22,255,407,685",Silent
Chile,1987,Male,05-14 years,6,0.48,1255100,"22,255,407,685",Generation X
Chile,1987,Female,05-14 years,1,0.08,1209200,"22,255,407,685",Generation X
Chile,1987,Female,75+ years,0,0,151300,"22,255,407,685",G.I. Generation
Chile,1988,Male,75+ years,29,27.36,106000,"26,040,229,793",G.I. Generation
Chile,1988,Male,55-74 years,101,17.84,566000,"26,040,229,793",G.I. Generation
Chile,1988,Male,25-34 years,160,14.61,1095000,"26,040,229,793",Boomers
Chile,1988,Male,35-54 years,173,13.6,1272000,"26,040,229,793",Silent
Chile,1988,Male,15-24 years,112,8.9,1259000,"26,040,229,793",Generation X
Chile,1988,Female,15-24 years,38,3.08,1233000,"26,040,229,793",Generation X
Chile,1988,Female,55-74 years,19,2.73,697000,"26,040,229,793",G.I. Generation
Chile,1988,Female,35-54 years,32,2.41,1329000,"26,040,229,793",Silent
Chile,1988,Female,75+ years,3,1.74,172000,"26,040,229,793",G.I. Generation
Chile,1988,Female,25-34 years,19,1.74,1090000,"26,040,229,793",Boomers
Chile,1988,Female,05-14 years,6,0.49,1224000,"26,040,229,793",Generation X
Chile,1988,Male,05-14 years,5,0.4,1263000,"26,040,229,793",Generation X
Chile,1989,Male,75+ years,34,32.08,106000,"29,885,685,143",G.I. Generation
Chile,1989,Male,55-74 years,109,18.83,579000,"29,885,685,143",G.I. Generation
Chile,1989,Male,25-34 years,162,14.43,1123000,"29,885,685,143",Boomers
Chile,1989,Male,35-54 years,170,12.94,1314000,"29,885,685,143",Silent
Chile,1989,Male,15-24 years,140,11.16,1255000,"29,885,685,143",Generation X
Chile,1989,Female,35-54 years,33,2.41,1370000,"29,885,685,143",Silent
Chile,1989,Female,15-24 years,26,2.12,1228000,"29,885,685,143",Generation X
Chile,1989,Female,25-34 years,23,2.06,1117000,"29,885,685,143",Boomers
Chile,1989,Female,75+ years,3,1.71,175000,"29,885,685,143",G.I. Generation
Chile,1989,Female,55-74 years,12,1.68,715000,"29,885,685,143",G.I. Generation
Chile,1989,Male,05-14 years,11,0.86,1280000,"29,885,685,143",Generation X
Chile,1989,Female,05-14 years,2,0.16,1239000,"29,885,685,143",Generation X
Chile,1990,Male,55-74 years,145,23.85,608000,"33,113,887,818",G.I. Generation
Chile,1990,Male,75+ years,22,19.64,112000,"33,113,887,818",G.I. Generation
Chile,1990,Male,35-54 years,176,13.13,1340000,"33,113,887,818",Silent
Chile,1990,Male,25-34 years,148,12.68,1167000,"33,113,887,818",Boomers
Chile,1990,Male,15-24 years,134,10.67,1256000,"33,113,887,818",Generation X
Chile,1990,Female,55-74 years,19,2.6,732000,"33,113,887,818",G.I. Generation
Chile,1990,Female,35-54 years,34,2.4,1419000,"33,113,887,818",Silent
Chile,1990,Female,25-34 years,27,2.32,1162000,"33,113,887,818",Boomers
Chile,1990,Female,15-24 years,23,1.87,1230000,"33,113,887,818",Generation X
Chile,1990,Female,75+ years,3,1.75,171000,"33,113,887,818",G.I. Generation
Chile,1990,Male,05-14 years,9,0.71,1276000,"33,113,887,818",Generation X
Chile,1990,Female,05-14 years,3,0.24,1236000,"33,113,887,818",Generation X
Chile,1991,Male,75+ years,31,27.56,112500,"37,834,793,730",G.I. Generation
Chile,1991,Male,55-74 years,111,17.98,617200,"37,834,793,730",Silent
Chile,1991,Male,35-54 years,222,15.81,1404000,"37,834,793,730",Boomers
Chile,1991,Male,25-34 years,143,12.14,1178100,"37,834,793,730",Boomers
Chile,1991,Male,15-24 years,142,11.42,1243900,"37,834,793,730",Generation X
Chile,1991,Female,35-54 years,42,2.89,1453200,"37,834,793,730",Boomers
Chile,1991,Female,15-24 years,34,2.79,1217200,"37,834,793,730",Generation X
Chile,1991,Female,75+ years,5,2.68,186300,"37,834,793,730",G.I. Generation
Chile,1991,Female,25-34 years,29,2.48,1171500,"37,834,793,730",Boomers
Chile,1991,Female,55-74 years,16,2.13,750400,"37,834,793,730",Silent
Chile,1991,Female,05-14 years,7,0.56,1247600,"37,834,793,730",Millenials
Chile,1991,Male,05-14 years,5,0.39,1289100,"37,834,793,730",Millenials
Chile,1992,Male,75+ years,25,21.19,118000,"45,964,327,559",G.I. Generation
Chile,1992,Male,55-74 years,105,16.41,640000,"45,964,327,559",Silent
Chile,1992,Male,25-34 years,162,13.38,1211000,"45,964,327,559",Boomers
Chile,1992,Male,35-54 years,170,11.85,1435000,"45,964,327,559",Boomers
Chile,1992,Male,15-24 years,94,7.55,1245000,"45,964,327,559",Generation X
Chile,1992,Female,15-24 years,29,2.38,1218000,"45,964,327,559",Generation X
Chile,1992,Female,25-34 years,25,2.07,1205000,"45,964,327,559",Boomers
Chile,1992,Female,35-54 years,27,1.79,1512000,"45,964,327,559",Boomers
Chile,1992,Female,55-74 years,12,1.56,769000,"45,964,327,559",Silent
Chile,1992,Male,05-14 years,6,0.46,1316000,"45,964,327,559",Millenials
Chile,1992,Female,05-14 years,3,0.24,1273000,"45,964,327,559",Millenials
Chile,1992,Female,75+ years,0,0,183000,"45,964,327,559",G.I. Generation
Chile,1993,Male,75+ years,50,41.7,119900,"49,297,773,130",G.I. Generation
Chile,1993,Male,55-74 years,110,16.95,649000,"49,297,773,130",Silent
Chile,1993,Male,35-54 years,187,12.39,1509600,"49,297,773,130",Boomers
Chile,1993,Male,25-34 years,150,12.37,1213100,"49,297,773,130",Boomers
Chile,1993,Male,15-24 years,118,9.54,1237400,"49,297,773,130",Generation X
Chile,1993,Female,35-54 years,45,2.89,1555600,"49,297,773,130",Boomers
Chile,1993,Female,55-74 years,18,2.3,782200,"49,297,773,130",Silent
Chile,1993,Female,15-24 years,26,2.15,1209600,"49,297,773,130",Generation X
Chile,1993,Female,25-34 years,24,1.99,1205200,"49,297,773,130",Boomers
Chile,1993,Male,05-14 years,9,0.67,1334500,"49,297,773,130",Millenials
Chile,1993,Female,05-14 years,3,0.23,1290200,"49,297,773,130",Millenials
Chile,1993,Female,75+ years,0,0,200100,"49,297,773,130",G.I. Generation
Chile,1994,Male,75+ years,33,26.68,123700,"57,008,425,296",G.I. Generation
Chile,1994,Male,55-74 years,127,19.06,666400,"57,008,425,296",Silent
Chile,1994,Male,25-34 years,184,15.03,1224400,"57,008,425,296",Boomers
Chile,1994,Male,35-54 years,223,14.25,1564900,"57,008,425,296",Boomers
Chile,1994,Male,15-24 years,135,10.93,1235400,"57,008,425,296",Generation X
Chile,1994,Female,25-34 years,26,2.14,1215800,"57,008,425,296",Boomers
Chile,1994,Female,55-74 years,16,2,799600,"57,008,425,296",Silent
Chile,1994,Female,35-54 years,30,1.86,1609700,"57,008,425,296",Boomers
Chile,1994,Female,15-24 years,18,1.49,1206800,"57,008,425,296",Generation X
Chile,1994,Female,75+ years,3,1.45,207300,"57,008,425,296",G.I. Generation
Chile,1994,Female,05-14 years,4,0.3,1313500,"57,008,425,296",Millenials
Chile,1994,Male,05-14 years,2,0.15,1359100,"57,008,425,296",Millenials
Chile,1995,Male,75+ years,42,31.46,133512,"73,447,063,319",G.I. Generation
Chile,1995,Male,55-74 years,144,20.92,688457,"73,447,063,319",Silent
Chile,1995,Male,35-54 years,271,16.34,1658149,"73,447,063,319",Boomers
Chile,1995,Male,25-34 years,191,15.54,1229397,"73,447,063,319",Generation X
Chile,1995,Male,15-24 years,149,11.92,1250060,"73,447,063,319",Generation X
Chile,1995,Female,55-74 years,27,3.23,835569,"73,447,063,319",Silent
Chile,1995,Female,15-24 years,32,2.62,1219884,"73,447,063,319",Generation X
Chile,1995,Female,75+ years,5,2.16,231756,"73,447,063,319",G.I. Generation
Chile,1995,Female,35-54 years,35,2.06,1697961,"73,447,063,319",Boomers
Chile,1995,Female,25-34 years,20,1.64,1218604,"73,447,063,319",Generation X
Chile,1995,Male,05-14 years,10,0.72,1390311,"73,447,063,319",Millenials
Chile,1995,Female,05-14 years,4,0.3,1343983,"73,447,063,319",Millenials
Chile,1996,Male,55-74 years,159,22.39,710072,"78,039,572,222",Silent
Chile,1996,Male,75+ years,27,19.3,139885,"78,039,572,222",G.I. Generation
Chile,1996,Male,35-54 years,266,15.54,1711922,"78,039,572,222",Boomers
Chile,1996,Male,25-34 years,174,14.01,1241653,"78,039,572,222",Generation X
Chile,1996,Male,15-24 years,163,13.02,1251601,"78,039,572,222",Generation X
Chile,1996,Female,15-24 years,35,2.87,1220658,"78,039,572,222",Generation X
Chile,1996,Female,55-74 years,19,2.22,857363,"78,039,572,222",Silent
Chile,1996,Female,35-54 years,37,2.12,1749299,"78,039,572,222",Boomers
Chile,1996,Female,25-34 years,22,1.79,1230619,"78,039,572,222",Generation X
Chile,1996,Female,75+ years,4,1.66,241120,"78,039,572,222",G.I. Generation
Chile,1996,Male,05-14 years,7,0.5,1408982,"78,039,572,222",Millenials
Chile,1996,Female,05-14 years,4,0.29,1361915,"78,039,572,222",Millenials
Chile,1997,Male,75+ years,41,28.14,145725,"84,952,360,922",G.I. Generation
Chile,1997,Male,55-74 years,137,18.66,734236,"84,952,360,922",Silent
Chile,1997,Male,25-34 years,185,14.8,1250037,"84,952,360,922",Generation X
Chile,1997,Male,35-54 years,260,14.74,1763823,"84,952,360,922",Boomers
Chile,1997,Male,15-24 years,147,11.71,1255098,"84,952,360,922",Generation X
Chile,1997,Female,15-24 years,47,3.84,1223306,"84,952,360,922",Generation X
Chile,1997,Female,35-54 years,40,2.22,1798922,"84,952,360,922",Boomers
Chile,1997,Female,55-74 years,17,1.93,881537,"84,952,360,922",Silent
Chile,1997,Female,25-34 years,22,1.78,1238772,"84,952,360,922",Generation X
Chile,1997,Female,75+ years,4,1.6,250029,"84,952,360,922",G.I. Generation
Chile,1997,Male,05-14 years,6,0.42,1422834,"84,952,360,922",Millenials
Chile,1997,Female,05-14 years,4,0.29,1375231,"84,952,360,922",Millenials
Chile,1998,Male,75+ years,42,27.77,151228,"81,577,430,181",G.I. Generation
Chile,1998,Male,55-74 years,174,22.88,760504,"81,577,430,181",Silent
Chile,1998,Male,35-54 years,320,17.63,1814884,"81,577,430,181",Boomers
Chile,1998,Male,25-34 years,208,16.57,1254955,"81,577,430,181",Generation X
Chile,1998,Male,15-24 years,151,11.97,1261357,"81,577,430,181",Generation X
Chile,1998,Female,75+ years,9,3.48,258839,"81,577,430,181",G.I. Generation
Chile,1998,Female,15-24 years,37,3.01,1228590,"81,577,430,181",Generation X
Chile,1998,Female,25-34 years,30,2.41,1243432,"81,577,430,181",Generation X
Chile,1998,Female,35-54 years,40,2.16,1847894,"81,577,430,181",Boomers
Chile,1998,Female,55-74 years,12,1.32,907553,"81,577,430,181",Silent
Chile,1998,Female,05-14 years,4,0.29,1383385,"81,577,430,181",Millenials
Chile,1998,Male,05-14 years,4,0.28,1431319,"81,577,430,181",Millenials
Chile,1999,Male,75+ years,51,32.55,156699,"75,173,794,497",G.I. Generation
Chile,1999,Male,55-74 years,167,21.19,788056,"75,173,794,497",Silent
Chile,1999,Male,25-34 years,222,17.66,1257020,"75,173,794,497",Generation X
Chile,1999,Male,35-54 years,323,17.3,1866819,"75,173,794,497",Boomers
Chile,1999,Male,15-24 years,137,10.78,1271218,"75,173,794,497",Generation X
Chile,1999,Female,55-74 years,26,2.78,934470,"75,173,794,497",Silent
Chile,1999,Female,15-24 years,34,2.75,1237322,"75,173,794,497",Generation X
Chile,1999,Female,25-34 years,33,2.65,1245169,"75,173,794,497",Generation X
Chile,1999,Female,35-54 years,39,2.05,1897956,"75,173,794,497",Boomers
Chile,1999,Female,75+ years,5,1.87,268032,"75,173,794,497",G.I. Generation
Chile,1999,Male,05-14 years,3,0.21,1434608,"75,173,794,497",Millenials
Chile,1999,Female,05-14 years,1,0.07,1386513,"75,173,794,497",Millenials
Chile,2000,Male,75+ years,66,40.66,162328,"77,860,932,152",G.I. Generation
Chile,2000,Male,55-74 years,214,26.21,816437,"77,860,932,152",Silent
Chile,2000,Male,25-34 years,305,24.27,1256699,"77,860,932,152",Generation X
Chile,2000,Male,35-54 years,457,23.8,1920281,"77,860,932,152",Boomers
Chile,2000,Male,15-24 years,216,16.81,1284868,"77,860,932,152",Generation X
Chile,2000,Female,55-74 years,40,4.16,961724,"77,860,932,152",Silent
Chile,2000,Female,15-24 years,48,3.84,1249702,"77,860,932,152",Generation X
Chile,2000,Female,35-54 years,70,3.59,1949811,"77,860,932,152",Boomers
Chile,2000,Female,25-34 years,38,3.05,1244402,"77,860,932,152",Generation X
Chile,2000,Female,75+ years,5,1.8,277903,"77,860,932,152",G.I. Generation
Chile,2000,Male,05-14 years,8,0.56,1433773,"77,860,932,152",Millenials
Chile,2000,Female,05-14 years,6,0.43,1385647,"77,860,932,152",Millenials
Chile,2001,Male,75+ years,51,29.88,170681,"70,979,923,960",Silent
Chile,2001,Male,55-74 years,239,28.42,840928,"70,979,923,960",Silent
Chile,2001,Male,35-54 years,540,27.37,1973130,"70,979,923,960",Boomers
Chile,2001,Male,25-34 years,297,23.67,1254746,"70,979,923,960",Generation X
Chile,2001,Male,15-24 years,253,19.42,1302835,"70,979,923,960",Millenials
Chile,2001,Female,15-24 years,60,4.74,1266054,"70,979,923,960",Millenials
Chile,2001,Female,25-34 years,53,4.27,1241466,"70,979,923,960",Generation X
Chile,2001,Female,35-54 years,85,4.25,2001968,"70,979,923,960",Boomers
Chile,2001,Female,75+ years,6,2.07,289839,"70,979,923,960",Silent
Chile,2001,Female,55-74 years,19,1.93,986090,"70,979,923,960",Silent
Chile,2001,Male,05-14 years,12,0.84,1430077,"70,979,923,960",Millenials
Chile,2001,Female,05-14 years,10,0.72,1381776,"70,979,923,960",Millenials
Chile,2002,Male,75+ years,62,34.66,178855,"69,736,811,435",Silent
Chile,2002,Male,55-74 years,222,25.63,866261,"69,736,811,435",Silent
Chile,2002,Male,35-54 years,519,25.6,2027249,"69,736,811,435",Boomers
Chile,2002,Male,25-34 years,296,23.67,1250576,"69,736,811,435",Generation X
Chile,2002,Male,15-24 years,241,18.2,1324289,"69,736,811,435",Millenials
Chile,2002,Female,35-54 years,101,4.91,2055488,"69,736,811,435",Boomers
Chile,2002,Female,75+ years,13,4.31,301961,"69,736,811,435",Silent
Chile,2002,Female,25-34 years,46,3.72,1236130,"69,736,811,435",Generation X
Chile,2002,Female,15-24 years,47,3.66,1285841,"69,736,811,435",Millenials
Chile,2002,Female,55-74 years,34,3.36,1011017,"69,736,811,435",Silent
Chile,2002,Male,05-14 years,17,1.2,1421716,"69,736,811,435",Millenials
Chile,2002,Female,05-14 years,5,0.36,1373457,"69,736,811,435",Millenials
Chile,2003,Male,75+ years,68,36.41,186783,"75,643,459,840",Silent
Chile,2003,Male,55-74 years,252,28.2,893577,"75,643,459,840",Silent
Chile,2003,Male,35-54 years,522,25.09,2080845,"75,643,459,840",Boomers
Chile,2003,Male,25-34 years,306,24.56,1245745,"75,643,459,840",Generation X
Chile,2003,Male,15-24 years,234,17.37,1347509,"75,643,459,840",Millenials
Chile,2003,Female,35-54 years,92,4.36,2108485,"75,643,459,840",Boomers
Chile,2003,Female,25-34 years,53,4.31,1229939,"75,643,459,840",Generation X
Chile,2003,Female,15-24 years,53,4.05,1307367,"75,643,459,840",Millenials
Chile,2003,Female,75+ years,12,3.82,314243,"75,643,459,840",Silent
Chile,2003,Female,55-74 years,38,3.66,1037657,"75,643,459,840",Silent
Chile,2003,Male,05-14 years,20,1.42,1409825,"75,643,459,840",Millenials
Chile,2003,Female,05-14 years,4,0.29,1361783,"75,643,459,840",Millenials
Chile,2004,Male,75+ years,70,36.01,194364,"99,210,392,858",Silent
Chile,2004,Male,55-74 years,240,25.96,924415,"99,210,392,858",Silent
Chile,2004,Male,25-34 years,315,25.36,1242337,"99,210,392,858",Generation X
Chile,2004,Male,35-54 years,537,25.2,2130985,"99,210,392,858",Boomers
Chile,2004,Male,15-24 years,295,21.54,1369726,"99,210,392,858",Millenials
Chile,2004,Female,25-34 years,66,5.39,1224969,"99,210,392,858",Generation X
Chile,2004,Female,15-24 years,59,4.44,1327931,"99,210,392,858",Millenials
Chile,2004,Female,35-54 years,94,4.36,2157866,"99,210,392,858",Boomers
Chile,2004,Female,75+ years,11,3.37,326622,"99,210,392,858",Silent
Chile,2004,Female,55-74 years,28,2.62,1067631,"99,210,392,858",Silent
Chile,2004,Male,05-14 years,15,1.07,1395929,"99,210,392,858",Millenials
Chile,2004,Female,05-14 years,5,0.37,1348218,"99,210,392,858",Millenials
Chile,2005,Male,75+ years,69,34.23,201597,"122,964,812,046",Silent
Chile,2005,Male,55-74 years,252,26.26,959661,"122,964,812,046",Silent
Chile,2005,Male,35-54 years,512,23.53,2175825,"122,964,812,046",Boomers
Chile,2005,Male,25-34 years,279,22.47,1241761,"122,964,812,046",Generation X
Chile,2005,Male,15-24 years,265,19.08,1388993,"122,964,812,046",Millenials
Chile,2005,Female,35-54 years,108,4.91,2201632,"122,964,812,046",Boomers
Chile,2005,Female,15-24 years,62,4.61,1345647,"122,964,812,046",Millenials
Chile,2005,Female,25-34 years,49,4.01,1222631,"122,964,812,046",Generation X
Chile,2005,Female,55-74 years,40,3.63,1101868,"122,964,812,046",Silent
Chile,2005,Male,05-14 years,26,1.88,1381060,"122,964,812,046",Millenials
Chile,2005,Female,75+ years,6,1.77,339162,"122,964,812,046",Silent
Chile,2005,Female,05-14 years,14,1.05,1333737,"122,964,812,046",Millenials
Chile,2006,Male,75+ years,82,38.91,210746,"154,788,024,806",Silent
Chile,2006,Male,35-54 years,597,26.96,2214294,"154,788,024,806",Boomers
Chile,2006,Male,55-74 years,256,25.77,993366,"154,788,024,806",Silent
Chile,2006,Male,25-34 years,287,23.05,1244997,"154,788,024,806",Generation X
Chile,2006,Male,15-24 years,256,18.19,1407202,"154,788,024,806",Millenials
Chile,2006,Female,35-54 years,127,5.67,2239649,"154,788,024,806",Boomers
Chile,2006,Female,15-24 years,74,5.43,1361962,"154,788,024,806",Millenials
Chile,2006,Female,25-34 years,49,4,1223765,"154,788,024,806",Generation X
Chile,2006,Female,55-74 years,33,2.9,1136080,"154,788,024,806",Silent
Chile,2006,Female,75+ years,8,2.27,352617,"154,788,024,806",Silent
Chile,2006,Male,05-14 years,20,1.46,1367172,"154,788,024,806",Millenials
